latitude,longitude,disaster_type,rainfall_mm,wind_speed_kmph,wind_gust_kmph,earthquake_magnitude,flood_depth_m,storm_surge_m,population_density,distance_to_tower_km,tower_density,network_signal_dbm,power_availability,road_access,terrain_elevation_m,soil_liquefaction_risk,structural_vulnerability_index,battery_reserve_hours,historical_outage_count,emergency_calls_count,tower_operational_percentage,network_congestion_percentage,distance_to_nearest_hospital_km,distance_to_nearest_relief_camp_km,historical_disaster_frequency,physical_damage_score,impact_severity,affected_radius_km,time_to_blackout_hours,silent_zone
15.085514942629798,81.16848118468697,cyclone,708.5633405761944,277.7534750708815,328.11948293116643,1.1778139619728978,6.0,7.0,3748.0,1.58,0.65,-77.8,1.0,0.0,298.0,0.067,0.605,16.1,3.0,462.0,63.2,34.7,5.02,1.93,8.0,91.03,CATASTROPHIC,85.46,3.3,0
32.38698376134496,79.03317189972141,earthquake,2.779025248764362,18.35835744315388,19.794195779728582,6.1683084642160475,0.35635220299264403,0.27022003100548275,17424.0,1.54,1.079,-129.0,0.0,0.0,50.6,0.954,0.196,10.45,7.0,107.0,70.6,100.0,29.79,9.01,2.0,42.51,MODERATE,51.99,3.19,1
23.713830899038705,71.2873606589003,flood,613.1013966426574,31.814292482669785,34.94176400518986,0.6660951593903117,7.989078124335396,0.48629117147279116,7218.0,5.54,3.383,-127.7,1.0,1.0,43.5,0.118,0.518,4.05,11.0,381.0,96.1,55.3,1.48,3.42,1.0,75.66,SEVERE,44.81,2.03,0
24.909817259012534,93.7346763401006,flood,189.52874646013714,12.017593001220039,15.285278421208016,1.2155849184541467,1.7792742800005246,0.4061765802975,14349.0,4.67,0.05,-102.4,1.0,1.0,91.8,0.635,0.229,6.02,14.0,637.0,55.4,100.0,6.38,3.43,11.0,30.17,MODERATE,24.8,3.2,1
20.0168409275707,71.13464524609087,flood,552.3780685913529,51.640926275107674,60.25616983999404,0.20570884629928887,7.5812424768874775,0.46603525720286665,17888.0,3.17,2.331,-92.5,1.0,1.0,71.4,0.889,0.887,12.33,14.0,55.0,54.3,77.5,2.04,2.36,10.0,89.59,CATASTROPHIC,47.02,1.59,1
24.228804231779733,72.67758186348405,flood,392.1862446595999,23.85837976479121,30.019702741445332,1.3712549156292533,4.9459755753637245,0.597693521054903,6202.0,2.53,1.301,-59.2,1.0,0.0,86.7,0.064,0.725,15.43,12.0,699.0,23.4,26.8,6.71,13.97,3.0,63.18,SEVERE,32.16,2.59,0
19.108563405374134,77.46194182487088,cyclone,466.5581660144937,208.2804457935494,262.5748218966356,0.6865315760540375,4.121813915836395,6.97719244128913,8134.0,8.57,1.827,-90.5,0.0,1.0,85.9,0.02,0.341,4.7,10.0,293.0,22.3,41.5,17.87,8.68,10.0,63.37,SEVERE,62.98,2.22,1
15.72287222736135,85.6975322529992,earthquake,59.3842713445655,14.973794017286213,16.86823895071701,6.378955479812593,1.3272283605634108,0.2630762173953314,19351.0,7.42,0.972,-69.5,0.0,1.0,13.0,0.314,0.553,9.01,9.0,142.0,100.0,57.3,6.07,3.31,7.0,44.25,MODERATE,39.79,2.17,0
22.798765555128526,72.35300514718527,flood,201.82087063402133,40.751805840418335,45.11271063726761,1.977848704870204,2.8692383963715593,0.47019001588976794,19007.0,0.25,2.318,-82.3,1.0,1.0,31.1,0.099,0.847,18.97,2.0,418.0,100.0,100.0,9.05,3.9,12.0,54.35,MODERATE,37.9,9.28,0
9.782803079226447,78.62795455098211,earthquake,114.276775653491,7.682689531574399,8.551109736675265,3.8395501817575735,0.029546035635821033,0.21234342476666282,17428.0,1.93,1.733,-82.1,0.0,1.0,91.7,0.922,0.542,3.29,15.0,376.0,87.7,59.7,8.45,6.85,3.0,28.3,MINOR,37.63,2.26,1
24.131941656258153,83.45152578331816,earthquake,49.08397926646767,16.9557184521142,20.190263034693253,8.002111373124613,1.3381286942482007,0.2559546355233448,9852.0,7.64,0.723,-117.7,0.0,1.0,64.9,0.565,0.43,14.46,4.0,542.0,100.0,70.9,1.0,12.07,12.0,67.21,SEVERE,70.84,2.12,1
24.474482447265533,88.19687340316527,cyclone,303.0625395560033,210.7423571512885,260.0796434308056,0.2117301655449378,2.7888501757986823,3.6282006736686063,8685.0,7.41,1.524,-108.4,1.0,1.0,256.9,0.6,0.592,11.07,13.0,636.0,71.5,79.8,9.49,1.51,12.0,57.27,MODERATE,61.15,2.51,0
15.869486416612624,83.22530323939091,flood,530.9743420638309,23.357259610232564,27.16081805040888,1.11828483533637,7.226161216667216,0.29895091511216715,13613.0,0.82,1.145,-62.4,0.0,1.0,99.8,0.82,0.095,15.38,0.0,469.0,53.4,74.7,5.47,21.28,0.0,74.29,SEVERE,49.02,1.03,1
23.637646638291894,68.5524089881126,earthquake,10.873906271038443,19.24230099461327,22.201224712052948,4.969224309116758,0.12551023020244,0.14829028727423085,5565.0,5.81,2.523,-67.1,0.0,0.0,440.3,0.551,0.455,8.9,15.0,5.0,42.9,44.0,2.05,24.47,1.0,28.93,MINOR,30.57,4.04,1
24.88067411580422,87.82032952223561,flood,518.1823339020818,46.52020091681364,56.77514531198162,1.8297697113097533,7.074156256986333,0.26834293684088795,20814.0,17.14,1.053,-128.5,1.0,0.0,22.4,0.058,0.582,9.19,6.0,363.0,62.2,47.8,1.01,15.69,10.0,88.46,CATASTROPHIC,51.6,2.17,1
17.859431916953223,73.640762499031,earthquake,38.44497489801481,8.335816521353888,9.6591797862735,3.6364008498414626,0.14045162107813766,0.1808494406357147,3632.0,3.75,2.014,-76.8,1.0,1.0,0.5,0.116,0.153,5.23,6.0,155.0,27.7,40.4,1.88,2.04,0.0,6.32,MINOR,4.61,6.18,0
31.206754526921824,79.67150914259885,cyclone,706.0571451301761,295.0,346.0745852581505,0.31943260220662234,6.0,6.11037131667813,6294.0,6.6,0.05,-127.5,1.0,1.0,289.2,0.623,0.258,7.33,13.0,513.0,61.6,35.5,47.53,22.41,12.0,86.61,CATASTROPHIC,77.6,0.74,0
21.550557303615058,73.45171377322647,earthquake,81.7966634878904,21.79717790147602,24.188275545876262,9.0,0.4405958035902071,0.13688041149076074,15519.0,1.78,0.3,-108.9,1.0,0.0,1.5,0.018,0.168,11.62,11.0,259.0,59.4,44.0,10.8,11.36,13.0,67.2,SEVERE,54.68,5.2,0
26.356764595543734,93.85296802319804,flood,549.9114133323955,59.315352337420364,72.37096442596295,1.798293479510836,6.757505835330186,0.22024133122112652,19155.0,4.65,0.376,-72.4,1.0,1.0,72.5,0.331,0.169,11.45,1.0,270.0,53.1,71.4,7.63,2.96,10.0,76.01,SEVERE,46.4,2.32,0
22.387698567649636,72.20037280019527,earthquake,80.62688206891934,5.509464651366079,6.445028857198752,5.409251161214815,0.25935502363336654,0.1509408656773618,3728.0,12.14,1.351,-82.0,1.0,1.0,4.2,0.028,0.507,7.98,5.0,209.0,52.2,68.1,2.41,29.09,5.0,23.15,MINOR,12.08,4.25,0
17.108190017863517,76.21639840752682,cyclone,419.4948736737268,185.9171602508788,229.69656114394658,1.3533879572363174,4.37174116039821,5.558745163473202,12994.0,4.07,0.906,-110.9,1.0,1.0,102.7,0.886,0.472,4.45,14.0,158.0,92.4,44.1,46.97,8.76,7.0,58.51,MODERATE,58.86,7.92,0
24.563622111189552,90.13603980619519,cyclone,479.4978804333773,266.33986679664855,318.2519051697538,0.967310326023362,5.25554536828435,6.061269272735896,19626.0,0.59,0.978,-121.9,0.0,0.0,57.6,0.861,0.137,6.27,4.0,232.0,76.3,44.0,28.33,2.47,9.0,84.65,CATASTROPHIC,72.99,0.73,1
24.0441304857614,87.58677428573606,flood,225.1909140253672,30.15473466158496,33.681613249304995,0.3274333889249108,2.4717932668855065,0.31774009176787293,13099.0,3.64,2.424,-78.6,1.0,1.0,70.4,0.847,0.836,8.71,0.0,62.0,18.7,24.1,2.38,8.75,6.0,44.69,MODERATE,29.52,1.04,0
23.61860187618239,81.27995878140437,flood,125.3856131637031,8.347663554019933,9.959438650669897,1.0178641412842921,2.1980672315295346,0.3347097186820506,9103.0,8.88,1.932,-128.3,1.0,0.0,4.1,0.891,0.152,20.17,1.0,210.0,88.8,48.1,1.0,12.6,13.0,25.26,MINOR,24.86,12.68,0
19.056827349680255,77.2115688549947,earthquake,126.57918794187465,14.242600584418915,17.241609872290542,5.445315626062415,0.013228818942299991,0.28248035857870113,17283.0,18.05,0.437,-117.2,0.0,1.0,16.3,0.867,0.16,13.57,6.0,618.0,82.9,84.7,1.0,6.39,11.0,30.4,MODERATE,44.07,2.0,1
17.20327848087524,74.24488336703392,cyclone,678.519725995895,246.39867758723912,335.9441058461235,0.8446716270074799,6.0,3.097990394636585,17009.0,3.68,1.275,-62.3,0.0,0.0,16.2,0.349,0.95,14.15,0.0,668.0,68.7,0.0,1.0,6.37,0.0,80.74,CATASTROPHIC,65.67,2.21,0
17.564238868502017,74.52439107791528,flood,512.5962412198445,57.72913624627352,69.65059204260376,0.31344828667616054,6.596895195335574,0.009591502119187046,1887.0,6.78,1.732,-59.6,1.0,1.0,128.4,0.049,0.861,6.26,5.0,95.0,7.9,89.4,1.0,1.0,3.0,77.64,SEVERE,44.55,1.07,0
30.901475963947632,79.03234659700809,cyclone,364.08066020950565,277.7919590524481,316.0559869348194,0.4409216690855135,3.4067618505219928,7.0,15389.0,1.12,0.651,-75.2,1.0,0.0,77.4,0.199,0.618,3.13,0.0,94.0,27.2,50.9,35.21,2.98,3.0,81.86,CATASTROPHIC,68.09,1.52,0
31.272798924260634,77.60563582775836,flood,186.43564778880614,38.17416702260162,44.878489432672296,1.7979871625632784,3.2028612417864353,0.06166556955316453,8930.0,21.86,1.716,-51.7,0.0,0.0,44.1,0.341,0.459,4.76,4.0,583.0,27.8,62.1,7.1,4.9,5.0,36.82,MODERATE,32.83,2.48,1
8.889260121687752,79.51212706747572,flood,108.14205360974401,34.4535178809771,41.136176269439765,0.6848732108810256,2.4090221966358443,0.30315751953049697,10563.0,7.65,0.764,-72.6,1.0,0.0,36.6,0.622,0.614,11.98,5.0,554.0,62.5,48.2,18.2,5.72,11.0,42.86,MODERATE,23.3,5.36,0
30.495687085868973,76.59151559348585,flood,383.8954406780424,6.224654427947162,7.12265888094979,0.3783577765279016,5.258460512642634,0.3590586388571211,19322.0,5.17,0.05,-84.1,0.0,0.0,223.0,0.515,0.565,2.99,11.0,625.0,100.0,64.5,4.11,2.29,12.0,67.93,SEVERE,44.75,1.62,1
14.46241737774031,82.24079607873024,cyclone,198.36326067712082,142.16691429467758,163.0821053620059,0.35230742911860247,1.6456310954157145,2.021658693818293,10186.0,21.56,1.227,-53.6,1.0,0.0,37.6,0.267,0.448,9.59,6.0,233.0,66.0,47.4,6.11,26.4,5.0,26.72,MINOR,33.28,9.06,0
19.9875943377988,79.92277379494841,earthquake,77.7119724538479,23.622185341930013,25.306449192543177,6.272195798524971,0.7596422888413196,0.20598622069735928,1747.0,1.77,2.509,-57.4,1.0,1.0,2.4,0.155,0.282,15.75,11.0,406.0,100.0,59.2,18.69,6.1,6.0,34.82,MODERATE,32.94,6.01,0
8.8092816722321,78.46572588815606,cyclone,299.53179513821794,142.0003640569949,164.24185735250413,1.4736268562953092,2.372637007042615,3.1267814361113944,17138.0,14.04,0.906,-95.6,1.0,0.0,101.7,0.483,0.366,6.52,11.0,569.0,89.1,70.7,6.47,23.53,0.0,37.62,MODERATE,43.96,3.77,0
10.541743170965374,79.536133948177,earthquake,85.398282051728,0.8786554565313154,1.0223129851824022,2.9897992927461536,0.22934290504701504,0.20413506524986638,1105.0,5.33,2.274,-80.7,0.0,1.0,14.3,0.343,0.243,13.75,12.0,77.0,100.0,51.1,1.89,4.07,3.0,10.91,MINOR,17.43,3.39,0
21.470966487647864,71.11523348417352,cyclone,397.9545047871233,214.26118014907482,275.95284115441945,0.7483098269090823,3.925003718782633,2.9111451640393318,11762.0,0.68,0.688,-120.3,0.0,1.0,43.3,0.682,0.428,9.3,5.0,420.0,40.2,84.9,3.45,4.5,0.0,60.15,SEVERE,51.69,3.07,1
18.00591760227318,83.13652489490772,flood,430.3443017523539,28.182720836045988,32.563633223094826,0.8600061987799599,5.430099096321987,0.5304461748634532,4285.0,13.65,2.433,-93.4,1.0,0.0,64.0,0.282,0.127,11.73,7.0,441.0,57.5,70.0,2.49,13.85,11.0,52.86,MODERATE,34.13,2.21,0
13.315274543503659,76.9574587653994,flood,127.14525211026584,25.84935000408356,30.98947143309013,1.4774442017309504,1.552577670620305,0.3764741823581343,13926.0,6.83,0.573,-122.0,1.0,0.0,35.6,0.769,0.502,14.8,15.0,30.0,65.3,63.5,8.05,7.82,0.0,29.73,MINOR,23.99,7.08,0
15.247937179463303,84.99220960325842,cyclone,435.9906577997771,167.18527501070696,223.77253637937034,0.9221913188619941,4.7063945216803305,3.3373475519986986,2820.0,11.9,1.143,-68.4,1.0,0.0,8.5,0.933,0.721,5.8,13.0,445.0,52.3,89.6,8.53,1.0,5.0,52.27,MODERATE,44.86,2.64,0
32.08919690200745,76.11074666633404,cyclone,280.17006795061576,105.55998869269689,130.4515047305408,1.3569991439952294,2.746324280879266,1.8173189400198466,12060.0,2.98,0.946,-53.9,1.0,1.0,9.5,0.031,0.914,2.89,1.0,393.0,64.9,51.7,9.27,1.56,6.0,26.07,MINOR,21.44,3.66,0
30.274029240118715,80.73798287176038,flood,470.52302212275106,39.339509723842056,43.297212154901395,0.07638586600743169,6.364822085366201,0.18368482424236446,15579.0,17.71,3.703,-93.4,1.0,0.0,113.7,0.231,0.58,9.0,2.0,601.0,50.1,54.2,46.26,7.72,12.0,72.67,SEVERE,42.59,1.76,0
13.971540588495332,86.20950374169479,earthquake,31.79581611861613,11.412126426102313,12.453275656749154,7.195872379435167,0.2063444552156183,0.0012831302604551676,18217.0,13.21,1.31,-122.5,0.0,1.0,28.3,0.366,0.791,4.89,2.0,358.0,21.9,64.6,15.46,7.32,2.0,54.77,MODERATE,54.61,2.4,1
15.860385652589741,84.75967135785376,flood,490.7376620996188,47.15085438472422,54.4909116538325,0.3194006558462623,5.869019863686191,0.23158532380691504,15875.0,0.95,0.143,-67.8,0.0,0.0,16.3,0.851,0.096,9.25,11.0,460.0,61.7,73.2,29.75,8.83,2.0,65.12,SEVERE,41.39,1.66,1
27.79817539003161,92.86338852242648,earthquake,42.705785437069785,14.931536719076565,16.119142713929044,3.712733628636137,0.19806596615180425,0.17065921524656044,15725.0,7.08,2.292,-83.7,0.0,0.0,136.6,0.827,0.604,21.34,7.0,622.0,93.4,56.8,16.45,14.87,7.0,29.72,MINOR,27.47,4.47,1
12.25503442836539,80.15280510874776,cyclone,234.3203958841602,257.8271697549353,335.8197911861438,1.0470747014334494,2.323892243751606,6.942354113812997,13905.0,1.64,1.753,-97.0,1.0,1.0,81.1,0.773,0.293,5.54,1.0,227.0,11.6,80.7,22.69,24.05,7.0,71.75,SEVERE,72.26,3.61,0
21.212569052271597,71.81184663954392,earthquake,136.05838732553934,15.610015399352836,18.562386216166107,5.4631632658934155,0.20187449121626477,0.163720331399399,5218.0,10.27,2.119,-119.9,1.0,1.0,7.1,0.655,0.375,12.04,12.0,666.0,45.3,76.2,16.81,11.87,2.0,29.38,MINOR,33.37,6.88,1
20.087788001784112,85.27204414677371,cyclone,397.46879688544175,202.87338579086537,237.82317842752963,0.34674168664480587,2.874920732009696,6.0215264824373405,8664.0,0.58,0.953,-99.3,0.0,1.0,9.4,0.875,0.702,12.36,10.0,236.0,100.0,50.4,10.31,13.91,0.0,60.13,SEVERE,54.46,4.15,0
12.749591762466242,78.17659996490515,earthquake,86.85820252124694,17.394704385010417,19.421140318453464,4.366945616785982,0.3827884462946505,0.1671610361276016,6253.0,8.77,0.085,-128.4,0.0,1.0,224.0,0.82,0.817,7.19,4.0,302.0,20.5,67.5,13.0,1.0,13.0,27.72,MINOR,35.67,3.49,1
25.820881021992577,90.40656735423974,cyclone,636.2573188381454,271.32864668416437,307.88119242236826,1.2107825161714352,6.0,7.0,14415.0,12.32,2.169,-100.5,0.0,1.0,25.2,0.731,0.555,9.97,8.0,610.0,32.1,32.5,24.41,6.27,1.0,86.65,CATASTROPHIC,78.11,0.64,1
24.36875368967644,69.56924041876523,cyclone,530.7136981381913,223.76985475374744,281.2824506853687,0.4846787443550924,5.5266349928061125,7.0,4321.0,3.91,0.901,-74.7,1.0,0.0,30.4,0.288,0.101,10.28,1.0,522.0,43.0,99.4,7.21,1.53,11.0,69.66,SEVERE,72.87,5.47,0
31.926552696557046,78.64664186812017,cyclone,590.9389218337817,267.69963795800265,368.1670454388648,0.33476066471769156,5.854495428169804,6.794339380606686,17329.0,12.77,0.393,-107.9,1.0,1.0,11.9,0.924,0.375,2.75,10.0,463.0,33.8,33.6,10.41,1.54,13.0,85.52,CATASTROPHIC,77.13,1.98,0
25.549403107758486,80.73251947846768,earthquake,133.1724323124566,27.073482595207352,31.56606180149765,7.422105599857592,0.6188477507456716,0.21932171833212252,20411.0,4.4,2.384,-126.5,0.0,1.0,9.4,0.419,0.928,13.17,4.0,506.0,44.2,63.5,40.17,5.52,0.0,68.16,SEVERE,45.94,4.44,1
23.12031413684081,69.6667036692518,flood,319.99915544887847,40.692014699924464,49.45689030242898,1.618874952717638,4.55904904021797,0.1585430940692889,548.0,7.6,1.526,-63.8,0.0,0.0,53.8,0.181,0.894,9.36,11.0,353.0,25.7,43.6,17.17,5.17,8.0,58.17,MODERATE,34.51,4.12,1
21.558746175638397,73.38978978215648,cyclone,379.41654584652315,215.06846119139612,264.8666777849239,0.4628120454000737,3.593953264339643,4.432476066353595,7430.0,9.31,0.301,-66.8,0.0,1.0,45.8,0.686,0.741,13.45,4.0,664.0,53.7,26.1,30.14,10.71,1.0,69.34,SEVERE,51.86,4.08,1
20.562404709919765,72.42378769041608,cyclone,528.5305575497367,247.7476231812759,292.1395836632386,0.7968477235275453,5.271249435259371,7.0,14285.0,1.71,0.404,-51.8,0.0,1.0,25.5,0.14,0.271,13.79,2.0,127.0,74.5,93.5,4.02,1.0,3.0,84.57,CATASTROPHIC,72.23,0.98,1
20.352814885849146,74.59244384826616,earthquake,49.19831546037293,32.904565834098555,34.863874852001196,3.6746432543043532,0.01852071742245509,0.23979995206473997,10361.0,2.61,2.722,-85.1,0.0,1.0,101.1,0.516,0.436,24.6,14.0,109.0,39.0,55.1,10.1,5.11,13.0,18.82,MINOR,21.05,6.5,1
27.918297855926728,88.88366679898809,cyclone,122.09053515957078,128.530541013109,160.72136582043083,1.4147832430389886,0.7935827720880917,4.20871092450704,19208.0,9.57,1.266,-98.0,0.0,1.0,0.1,0.242,0.49,11.31,2.0,604.0,43.6,55.5,11.73,13.16,11.0,26.85,MINOR,29.73,2.39,1
17.496225327970496,82.04944711475078,earthquake,85.75657234365137,10.770814324577076,11.927386838174195,8.991407529614268,0.9317811549465618,0.0999899032194124,19585.0,30.03,1.265,-49.6,0.0,0.0,3.2,0.327,0.891,16.28,5.0,672.0,38.6,28.6,4.6,2.15,2.0,89.41,CATASTROPHIC,74.39,1.37,1
24.638793516731127,87.16165199755483,flood,99.26368867359635,55.02408244550495,63.97406278005242,1.7143268399635228,1.0716870651660781,0.0922336730827272,8029.0,0.7,1.213,-65.4,0.0,1.0,22.7,0.479,0.633,8.49,11.0,157.0,60.8,72.0,11.13,2.16,0.0,30.05,MODERATE,21.52,1.56,1
31.583473944438,77.4286985662673,cyclone,371.6014518430365,210.8101605426691,239.2468879112082,0.3974340831771045,4.383848631638254,5.782605746089131,607.0,6.37,1.803,-128.6,1.0,1.0,155.1,0.578,0.32,14.7,4.0,15.0,66.3,37.4,1.46,9.34,13.0,66.88,SEVERE,60.59,11.16,0
25.468688654518573,89.24858883497511,flood,240.01080688331638,24.778209168631847,31.027964312197025,1.6632110410946428,2.2044359384991883,0.30536593599072404,12846.0,1.91,2.501,-100.2,1.0,0.0,111.2,0.339,0.412,4.76,11.0,23.0,51.1,70.6,15.65,7.95,7.0,35.69,MODERATE,33.01,1.17,0
20.967675873019548,73.29725671730132,cyclone,433.3847496930309,188.64458452881735,249.29486383876818,0.39248698426397893,3.5117176350219577,5.546760320041262,7043.0,0.48,1.489,-66.6,1.0,0.0,38.0,0.429,0.76,4.58,12.0,590.0,57.6,30.8,14.49,18.19,13.0,61.75,SEVERE,57.16,2.72,0
25.893748215631142,89.59800781245585,flood,362.4102823133014,32.41877999019551,38.15964154646607,0.24002513914908752,6.001625193097912,0.3714749532405336,5783.0,15.8,1.803,-67.6,1.0,1.0,220.4,0.197,0.909,11.28,15.0,595.0,34.6,34.4,12.55,20.11,9.0,75.78,SEVERE,42.15,0.95,0
27.86395813340517,93.12947076697141,cyclone,434.71537730565024,182.94617837865025,230.75976844910886,0.017725930117100053,4.576257359825516,2.4292672918867444,13604.0,0.88,0.96,-104.2,0.0,0.0,42.6,0.781,0.113,6.69,12.0,345.0,14.6,38.0,3.87,3.04,1.0,42.06,MODERATE,55.55,2.94,1
27.15742052037352,93.16473315414166,cyclone,210.19625373259885,147.07237416350242,192.8222623891072,0.27734030705276475,1.2018237749207943,2.1220217116823408,21009.0,16.09,1.595,-108.9,1.0,0.0,18.7,0.22,0.394,16.77,7.0,626.0,56.6,6.2,2.27,33.93,11.0,30.24,MODERATE,26.78,12.29,0
22.20568545489851,72.30931376409212,earthquake,44.09810131338281,20.10253716650854,23.58090721953651,4.380346373336204,0.17970313010089345,0.05955703646809812,11870.0,15.32,0.376,-113.7,1.0,0.0,29.8,0.059,0.88,17.4,10.0,337.0,68.5,66.7,13.13,1.47,9.0,20.09,MINOR,9.63,4.59,1
16.262585936726623,81.70339398649978,cyclone,356.90637351836034,154.88006081702153,211.4366779582672,0.20913397734778677,3.2518219331930944,4.504264416403625,8445.0,0.79,1.015,-87.1,0.0,1.0,170.1,0.366,0.355,13.58,9.0,27.0,20.3,58.0,1.38,1.22,12.0,38.92,MODERATE,38.08,3.16,1
8.120615471643314,78.5299515833432,flood,316.2067028551029,49.16782213729289,53.25407929914259,1.4903808136664864,4.477777964200617,0.4573092176368874,4936.0,4.7,1.676,-124.2,1.0,1.0,74.3,0.358,0.683,0.25,12.0,694.0,36.6,60.6,11.25,33.11,7.0,55.17,MODERATE,38.02,4.52,1
10.26747465719106,79.74419306018775,earthquake,109.53661933047258,18.625679962122245,20.104923474519783,9.0,1.9275059211401842,0.16294382930206228,12621.0,21.33,0.05,-119.0,1.0,1.0,59.9,0.811,0.543,0.25,5.0,217.0,38.9,53.2,10.47,20.01,4.0,86.2,CATASTROPHIC,80.48,0.22,1
17.417666550161435,82.82411320252214,cyclone,293.13942379314074,150.69781933177944,180.34007041555464,0.6984956153922481,2.346835675838864,3.7139707788164014,18344.0,7.93,1.532,-68.4,1.0,1.0,105.3,0.926,0.81,12.68,4.0,590.0,18.8,43.5,10.39,3.93,0.0,41.47,MODERATE,34.71,5.22,0
23.80667771833781,68.57692725411971,earthquake,9.9312932081186,25.258740636744477,27.620040013562306,5.599725988599669,0.3562067377076018,0.2624073771082845,13677.0,0.95,1.516,-66.3,1.0,0.0,29.2,0.804,0.319,10.98,1.0,150.0,62.9,85.5,3.81,1.0,10.0,35.64,MODERATE,41.7,7.55,0
15.390085687116517,84.28446856074711,cyclone,430.05075541712927,138.30929559212134,159.14476689792176,0.19991024009859037,3.5777194026721055,2.8717809051353727,9740.0,5.49,0.998,-106.9,1.0,1.0,1.7,0.839,0.87,12.12,10.0,193.0,0.0,74.5,11.05,1.0,9.0,45.26,MODERATE,39.32,0.69,1
11.60257249881059,80.13225952198474,flood,473.5707567739874,25.675891093299484,28.060965972157494,0.5794377109038717,7.11428557952858,0.2554311270702596,2174.0,4.99,1.478,-124.3,1.0,1.0,119.8,0.039,0.873,13.27,11.0,643.0,43.8,43.8,12.75,11.14,2.0,75.97,SEVERE,38.57,1.81,0
9.945377028032306,80.44512988293287,flood,234.98927595639356,31.520499348444552,39.0733729897713,1.6951677173399426,3.767975149121631,0.03343671897485614,13172.0,2.33,1.475,-70.4,1.0,1.0,137.3,0.048,0.57,17.53,0.0,417.0,63.3,50.2,8.95,17.68,6.0,51.03,MODERATE,32.92,6.86,0
